cycle,amb_temp,date_time,voltage_battery,current_battery,temp_battery,current_load,voltage_load,time,capacity
49,24,"19 Apr 2008, 07:47:15",2.218672914041916,-2.0106213001029554,37.6701605139887,-1.999,1.491,3531.578,1.9458150170787551
53,24,"19 Apr 2008, 13:01:42",2.339723057947995,-2.0098368122361014,37.34166959188387,-1.999,1.607,3492.907,1.9242461121680094
57,24,"19 Apr 2008, 18:27:29",2.3997508208942735,-2.008549110682199,37.28979017254232,-1.999,1.653,3511.594,1.9459811331421641
61,24,"19 Apr 2008, 23:41:55",2.491410879472442,-2.011253162152561,37.16794481484507,-1.999,1.723,3431.9370000000054,1.901407930553079
65,24,"20 Apr 2008, 04:54:41",2.7669269890921613,-0.0013483637694533895,37.51577848501052,-0.0008,0.0,3431.125,1.878674213680085
69,24,"20 Apr 2008, 10:16:28",2.8356128467177313,-0.0009996515493716173,37.24165964092258,-0.0006,0.0,3412.406,1.8683061328264219
73,24,"20 Apr 2008, 15:37:05",2.9283946351511094,-0.0034740057625463248,37.10097467364956,-0.0008,0.0,3410.688,1.8560244070082998
77,24,"20 Apr 2008, 20:50:38",3.077114957598757,-0.006584951821606982,36.536350836681876,-0.0006,0.0,3410.718,1.8451997961855777
81,24,"21 Apr 2008, 02:15:02",2.819560586845831,0.0017843402447845862,37.49607769896255,-0.0008,0.0,3392.719,1.857228890885317
85,24,"22 Apr 2008, 15:33:49",2.4343006861812118,-2.0101843550935627,37.250073961181094,1.999,1.607,3470.672,1.9247760889090635
89,24,"22 Apr 2008, 20:26:18",2.9187757391682454,0.000219946169021966,37.276699358575215,0.0006,0.0,3414.109,1.8822317526092551
93,24,"23 Apr 2008, 01:18:11",2.973956908852585,-0.003806456592501386,37.053468915649404,0.0006,0.0,3395.219,1.855276687885587
97,24,"23 Apr 2008, 06:18:19",3.0334333724088656,0.0011594939858130299,36.49019770341733,0.0006,0.0,3386.0,1.8392508917181876
101,24,"23 Apr 2008, 11:08:00",3.061692514035773,-0.0024706162055099685,36.17351619989374,0.0006,0.0,3368.187,1.8185396073994429
105,24,"23 Apr 2008, 16:06:25",3.0864214480405137,-0.0024856568283215894,36.691721740616366,0.0006,0.0,3368.266,1.8134770059567056
109,24,"23 Apr 2008, 21:02:58",3.137787321824542,-0.0029082917072304404,36.305054515447836,0.0006,0.0,3358.719,1.7971018450305436
113,24,"24 Apr 2008, 01:51:33",3.1501156392374963,-0.001828624542469697,36.06439554288408,0.0008,0.0,3339.5,1.7810046294120476
117,24,"24 Apr 2008, 06:50:00",3.1738920422499453,-0.008825733551338297,36.01731400053337,0.0006,0.0,3331.265,1.7710130422682329
121,24,"24 Apr 2008, 11:49:24",3.1972071497430035,-0.003438126514516957,35.907754428951925,0.0006,0.0,3321.188,1.7604712448170943
125,24,"24 Apr 2008, 16:45:56",3.227568458837217,-0.00492719060429448,36.358079362481035,0.0006,0.0,3321.844,1.7502913788006587
129,24,"24 Apr 2008, 21:38:11",3.2308580821504327,-0.001453011628706404,36.50421625915163,0.0006,0.0,3311.828,1.7394925037732578
133,24,"25 Apr 2008, 12:03:44",3.199633267433362,-0.0022925624123046186,36.99126483107543,-0.0008,0.0,3327.391,1.7546766553637203
135,24,"25 Apr 2008, 20:03:55",3.1898103242112006,-0.002874522115121392,36.81410785577819,0.0006,-0.0,3312.078,1.7659390941842175
139,24,"26 Apr 2008, 01:04:35",3.2499622126804124,-0.004430988718560468,35.948665501353894,0.0006,0.0,3293.172,1.7337887419624838
143,24,"26 Apr 2008, 05:57:35",3.2761786217774986,-0.0028865069759319243,35.8076141458777,0.0006,0.0,3275.328,1.713325912040734
147,24,"26 Apr 2008, 10:58:25",3.2892337937863383,-0.001482135856283325,35.727411052391915,0.0008,0.0,3265.016,1.7024077813673466
149,24,"29 Apr 2008, 12:15:56",2.934951679828825,-0.0026359580742833216,39.57378670033301,0.0008,0.0,3328.937,1.82371946178183
153,24,"29 Apr 2008, 17:05:27",3.0133583509832325,-0.0025141196723349147,38.78195999093458,0.0008,-0.0,3329.266,1.8081284050314708
157,24,"29 Apr 2008, 22:00:04",3.0981920097302105,0.0006501043390256765,37.85904701280159,0.0006,0.0,3301.579,1.7757610945034283
161,24,"30 Apr 2008, 02:43:55",3.167346834112308,0.0011884652184539464,37.12135762318553,0.0006,0.0,3283.563,1.7447409841836798
165,24,"30 Apr 2008, 07:41:42",3.228685511716086,-0.0035102794129954827,36.580486706224,0.0006,0.0,3275.125,1.729207034132373
169,24,"30 Apr 2008, 12:28:49",3.2595724548548413,-0.0012542411110933903,36.436407503512335,0.0006,0.0,3265.656,1.7081086552553244
173,24,"30 Apr 2008, 17:20:16",3.2774199521442657,-0.0024642794163139943,36.53091042103418,0.0006,0.0,3266.093,1.6975954237461768
177,24,"30 Apr 2008, 22:14:54",3.309541910489555,-0.0037357037492950543,36.06449507955633,0.0006,0.0,3257.594,1.6820634524029463
181,24,"01 May 2008, 03:15:33",3.3229457962953464,-0.0042050191762477845,35.94327250944611,0.0008,0.0,3248.593,1.6714768322295086
185,24,"01 May 2008, 08:16:03",3.3268774953647884,-0.004577470679402887,35.892953287061836,0.0006,0.0,3238.766,1.6607591387047655
189,24,"01 May 2008, 13:14:24",3.336400100467817,-0.0042205497536280355,35.959515024229205,0.0008,0.0,3240.14,1.651121015038069
193,24,"01 May 2008, 18:11:10",3.3562313241233728,-0.004630300153985874,36.03733181811758,0.0008,0.0,3230.109,1.6401349256190927
197,24,"01 May 2008, 23:10:15",3.371466361383496,0.0014743883145177997,35.71327174023829,0.0006,0.0,3229.7810000000027,1.6291999416165441
201,24,"02 May 2008, 03:53:34",3.396018761698921,-0.004672744022970512,35.366498347395265,0.0006,0.0,3212.469,1.6088496302961666
205,24,"02 May 2008, 08:44:40",3.3938825218600814,-0.004211278055821824,35.18665272384657,0.0006,0.0,3213.219,1.6035244898969248
209,24,"02 May 2008, 13:43:05",3.3978158698372107,-0.00442104201360729,35.67614711684021,0.0008,-0.0,3203.578,1.5989712144027983
213,24,"02 May 2008, 19:07:48",3.416423032732188,-0.0003200027950143793,34.71660828900691,0.0008,0.0,3195.125,1.5876273123575604
215,24,"02 May 2008, 23:24:17",3.417549528683359,-0.001444462241441726,35.028736379559405,0.0006,0.0,3195.3129999999946,1.5829719744686166
219,24,"03 May 2008, 04:13:08",3.427505386148378,-0.0034826648553054514,34.774991305740066,0.0006,0.0,3186.297,1.567137636713563
223,24,"03 May 2008, 09:10:19",3.4347508426334845,-0.0044826484110488144,34.69789797592927,0.0006,0.0,3176.438,1.5613446139713882
227,24,"03 May 2008, 14:04:34",3.448198019924908,-0.0012195271207717936,34.6005415728579,0.0006,0.0,3167.593,1.5511711892790419
231,24,"03 May 2008, 18:58:13",3.447136358493749,0.0007226343450961432,34.65518631476638,0.0008,0.0,3167.719,1.5406741606295171
235,24,"03 May 2008, 23:42:30",3.455115440595922,-0.0019271431845461408,34.49661503681511,0.0006,0.0,3159.077999999994,1.5253138744624433
239,24,"04 May 2008, 04:41:40",3.468023005179232,-0.0012882276547055277,34.58789396630877,0.0006,0.0,3148.829,1.5301570318067428
243,24,"04 May 2008, 09:40:11",3.4711335972831856,-0.004490311926083291,34.48391218889425,0.0006,0.0,3149.094,1.5246566834474087
247,24,"04 May 2008, 14:38:13",3.4883390886919767,-0.001221569208727667,34.32316829732572,0.0008,0.0,3140.547,1.5145492986655427
251,24,"04 May 2008, 19:37:07",3.4882264404681207,-9.1970080813463e-05,34.37112413744189,0.0006,0.0,3131.625,1.509391504602082
255,24,"05 May 2008, 00:35:53",3.4877002346746275,-0.002546203182921514,34.37262003693859,0.0006,0.0,3121.907,1.5039974333050705
259,24,"05 May 2008, 05:28:13",3.5019144212894115,-0.0018050512867516222,34.06737352776938,0.0006,0.0,3122.125,1.4935201918040188
263,24,"05 May 2008, 11:41:31",3.5064898836985074,-0.0023469957654966636,34.01427816460032,0.0006,0.0,3121.672,1.4876323024497422
265,24,"05 May 2008, 20:40:08",3.4612712556588887,-0.0015893640732856102,35.63390029041699,0.0008,0.0,3120.86,1.5302876214401704
269,24,"06 May 2008, 01:38:46",3.49597974716647,-0.002813062156713118,34.63193513275843,0.0006,0.0,3103.828,1.5040760088360112
273,24,"06 May 2008, 06:37:06",3.495868232766142,-0.002245547841319663,34.48366479877386,0.0006,0.0,3095.094,1.4887593608730894
277,24,"06 May 2008, 11:25:21",3.5168324777654205,-0.0030481777740261956,34.198906360730284,0.0006,0.0,3095.781,1.4782779285546637
281,24,"06 May 2008, 16:23:36",3.5140805590225344,-0.003030933482684179,34.73440888809496,0.0006,0.0,3094.328,1.478459982215684
285,24,"06 May 2008, 21:21:49",3.5179169265872945,-0.0031973699811009533,34.85451606835088,0.0006,0.0,3086.531,1.473214844899973
289,24,"07 May 2008, 02:17:25",3.51910167584515,-0.002832656974994741,34.71454754205853,0.0006,0.0,3085.625,1.4675164935067897
293,24,"07 May 2008, 07:04:02",3.521493643197122,-0.0023048413012049223,34.408441964409874,0.0006,0.0,3067.203,1.4516292657521335
297,24,"07 May 2008, 12:01:49",3.531199617131715,-0.0032663505186680958,34.22991790059867,0.0006,0.0,3058.157,1.4519237720967177
301,24,"07 May 2008, 16:59:29",3.540682828822266,-0.002590438737486779,34.45467967969768,0.0008,0.0,3058.812,1.4471484694777745
305,24,"07 May 2008, 21:56:09",3.5356541187739614,-0.005834401131425425,34.80310290558563,0.0006,0.0,3058.578,1.4468538105659885
309,24,"08 May 2008, 02:53:49",3.5426480867538017,-0.0008107827825872326,34.81930482334886,0.0006,0.0,3049.328,1.4416741930284678
312,24,"09 May 2008, 12:25:07",3.5029468518556204,-0.0040828485230230555,36.55243677981589,0.0006,0.0,3177.219,1.5935866593100128
315,24,"09 May 2008, 20:28:09",3.459144575143091,-0.00124371340722759,36.57029301599151,0.0006,0.0,3082.937,1.5463902376915637
319,24,"10 May 2008, 01:21:56",3.4885908514844224,0.00025707459183652856,35.95639890638621,0.0006,0.0,3074.266,1.51470559175661
323,24,"10 May 2008, 06:18:12",3.500662570823591,-0.004456519470667684,35.57203521602141,0.0006,0.0,3066.0,1.4989786083335404
327,24,"10 May 2008, 11:16:04",3.5190985130636876,-0.000521645935221593,35.12626059216553,0.0006,0.0,3056.437,1.4831110745410492
331,24,"10 May 2008, 16:11:56",3.5212860952811007,0.002124212914898989,35.05245406960759,0.0006,0.0,3048.219,1.4729664825468278
335,24,"10 May 2008, 21:07:54",3.5315851155806786,-0.0012771493256552879,34.99131293908511,0.0008,0.0,3039.218,1.4627604396099307
339,24,"11 May 2008, 02:05:21",3.5329262878466716,-0.002883090441501719,34.94359968589192,0.0008,0.0,3039.047,1.4518364681062514
343,24,"11 May 2008, 06:55:27",3.539045488750217,-0.0047437172883060316,34.84983560144131,0.0006,0.0,3030.375,1.4468670644030392
347,24,"11 May 2008, 11:52:47",3.545547133777292,-0.005003296611138284,34.86099755076984,0.0008,0.0,3021.0,1.441380399427779
351,24,"11 May 2008, 16:49:58",3.5484565862450688,-0.004076598785281695,34.837662550361905,0.0008,0.0,3021.75,1.431210744960774
355,24,"11 May 2008, 21:47:12",3.549925959367978,-0.0033696332781370246,34.87870780639173,0.0006,0.0,3012.265,1.4260247179525716
359,24,"12 May 2008, 02:36:58",3.5622369118183483,-0.0030866542358001584,34.66799385095821,0.0006,0.0,3002.641,1.420487649966195
363,24,"12 May 2008, 12:56:34",3.5587698945654234,-0.003486197159243876,35.255766985179704,0.0006,0.0,3012.0,1.4207006230355006
366,24,"12 May 2008, 18:59:59",3.5413834963307256,-0.0016814999715928005,35.87126418983831,0.0006,0.0,3020.11,1.452255804330839
370,24,"12 May 2008, 23:53:17",3.557320348056594,-0.0036242300462665748,35.5586741930245,0.0006,0.0,3002.172000000006,1.431557632772571
374,24,"13 May 2008, 04:35:25",3.5560021159887576,-0.0001220877718859728,35.37917332729927,0.0006,0.0,2992.703,1.415015751158943
378,24,"13 May 2008, 09:24:04",3.565450927200841,-0.003002244139122215,35.25835879194265,0.0008,0.0,2964.468,1.4097311506517451
382,24,"13 May 2008, 14:20:24",3.5778109276715733,-0.002660121308516546,34.97774357485852,0.0008,0.0,2983.375,1.404917318129309
386,24,"13 May 2008, 19:04:20",3.5823842742694407,-0.004289379361839791,35.09536674698793,0.0006,0.0,2975.297,1.395164296571563
390,24,"13 May 2008, 23:59:26",3.5836702091707866,-0.0025169601571893127,35.23466125554352,0.0008,0.0,2974.9850000000006,1.3945343832614077
394,24,"14 May 2008, 04:55:57",3.5856253738844623,-0.0006328574526033285,35.0345809347327,0.0006,0.0,2966.25,1.3893171179312644
398,24,"14 May 2008, 09:52:22",3.588984284723791,-0.004653356991726852,34.959736236714605,0.0008,0.0,2956.359,1.3838379472327809
402,24,"14 May 2008, 14:35:22",3.5864700210588274,-0.004734773626631689,35.130364090229946,0.0008,0.0,2956.344,1.3736814238195123
406,24,"14 May 2008, 19:31:39",3.5923515752514272,-0.0041643110524625425,35.31000839824853,0.0008,0.0,2956.406,1.3786059891863676
410,24,"15 May 2008, 00:27:55",3.5963124070242887,-0.00197131580435763,35.16961820965507,0.0006,0.0,2947.266,1.3737600299108574
414,24,"15 May 2008, 05:24:04",3.6002389127425705,-0.003212939096439209,34.99384427968127,0.0008,0.0,2937.984,1.3682580583942712
418,24,"15 May 2008, 10:20:03",3.604261987061514,-0.005286186125652595,34.87051338845891,0.0006,0.0,2929.125,1.3633024037317505
422,24,"15 May 2008, 15:10:59",3.610208784768209,-0.00588001853136696,34.99150315814171,0.0008,0.0,2928.454,1.3580966140172601
426,24,"15 May 2008, 19:56:47",3.604384847345642,-0.0026974817941556573,35.370353548691504,0.0006,0.0,2929.375,1.353269090999531
430,24,"16 May 2008, 16:54:59",3.5929395911706528,-0.0002897043696836975,35.35792668120537,0.0008,0.0,2946.031,1.3841605738237488
432,24,"16 May 2008, 21:37:39",3.5862615333641465,-0.002696693173890691,35.8874924214886,0.0006,0.0,2955.438,1.4051467790651473
436,24,"17 May 2008, 02:32:13",3.5993733218450874,-0.004809369279357301,35.41362624524575,0.0006,0.0,2937.625,1.378719022627353
440,24,"17 May 2008, 07:25:19",3.613313370916122,-0.0036956331814371685,34.86662650314206,0.0006,0.0,2929.078,1.3682657783199066
444,24,"17 May 2008, 12:21:15",3.6129164007807564,0.002448164539924058,34.900465534838,0.0006,-0.0,2918.375,1.3573151296618016
448,24,"17 May 2008, 17:15:37",3.62307676232919,-0.004482877775099519,34.624064867045256,0.0006,0.0,2919.812,1.3524934638801596
452,24,"17 May 2008, 22:10:51",3.6225410007004046,-0.0003725715105527073,34.74761764675118,0.0006,0.0,2900.422,1.3474099151661236
456,24,"18 May 2008, 03:05:19",3.626275900079049,-0.0006780455442284406,34.606986338741144,0.0008,0.0,2901.375,1.3370075130842318
460,24,"18 May 2008, 08:00:50",3.630939582490314,-0.0025625529319735223,34.3758393274177,0.0006,0.0,2901.187,1.3312352966718526
464,24,"18 May 2008, 12:44:48",3.63665215167077,-0.00375202512757255,34.215092581815156,0.0006,0.0,2891.64,1.3259303781727643
468,24,"18 May 2008, 17:36:29",3.633648674889144,0.0009710625802280874,34.404525748296365,0.0006,0.0,2882.906,1.321578743867529
472,24,"18 May 2008, 22:31:45",3.6408526421786505,-0.0036309992623418464,34.27105538633811,0.0006,0.0,2883.265,1.321225074066109
476,24,"19 May 2008, 03:27:07",3.6463041446743727,-0.0016105886811120503,34.099498695535075,0.0008,0.0,2882.969,1.3156485301862682
480,24,"19 May 2008, 15:34:33",3.643185525285694,-0.0051612468139402064,34.347474812989034,0.0006,0.0,2891.656,1.3209025697502388
482,24,"19 May 2008, 20:59:48",3.63009179178362,-0.006681833318200413,34.64277824450123,0.0006,0.0,2901.25,1.3474328767273906
484,24,"20 May 2008, 01:16:42",3.644383145306869,-0.003068345142732847,34.125942825083634,0.0006,0.0,2891.703,1.3260128072353616
488,24,"20 May 2008, 06:12:06",3.647724843088211,-0.00468703245478606,33.887376782077006,0.0006,0.0,2883.016,1.3101186784831063
492,24,"20 May 2008, 11:07:23",3.654758881299619,-0.005159107911066271,33.56218507973103,0.0006,0.0,2873.453,1.30521620229393
496,24,"20 May 2008, 15:57:27",3.649848216700934,-0.003632256560638578,33.97512946957805,0.0006,-0.0,2874.031,1.3004061951355774
500,24,"20 May 2008, 20:50:39",3.654795053390779,-0.0037711320331798043,33.9938311075272,0.0006,0.0,2874.234,1.300235735841116
504,24,"21 May 2008, 01:39:38",3.65519692144285,-0.0016085927490509671,33.80021082576708,0.0006,0.0,2864.984,1.2895066722480755
508,24,"21 May 2008, 06:24:27",3.660920185251899,-0.003679338824843423,33.39907834598599,0.0006,0.0,2855.093,1.279253057384795
512,24,"21 May 2008, 11:18:06",3.6665506464743816,-0.0032493942649211437,33.17152279184158,0.0006,0.0,2855.625,1.2792078171714618
516,24,"21 May 2008, 16:10:21",3.6648304200950594,-0.0012904707694538636,33.52589300448675,0.0006,0.0,2855.594,1.274036760902923
520,24,"21 May 2008, 21:02:09",3.6670708418070905,-0.0024174112114032876,33.48434759874664,0.0006,0.0,2847.437,1.2741273923001468
524,24,"22 May 2008, 01:42:59",3.671063896554771,-0.0019144845855416184,33.05127195424509,0.0006,0.0,2847.36,1.2637639426440779
528,24,"22 May 2008, 06:32:40",3.675527990548978,-0.000216240567834002,32.79536153426087,0.0006,0.0,2837.328,1.2581373688955233
532,24,"22 May 2008, 11:23:22",3.67291170661734,-0.00489984712722693,32.87846636576991,0.0008,0.0,2837.281,1.253259864055301
536,24,"22 May 2008, 16:17:58",3.6729426082793797,-0.0015042475247667813,33.21432605910474,0.0006,0.0,2838.515,1.2532313315493426
540,24,"22 May 2008, 20:59:50",3.676426871927093,0.0018528412705641154,33.01008606676501,0.0006,0.0,2828.328,1.2480874960313577
544,24,"23 May 2008, 12:13:16",3.6787483492176243,-0.003839721422871184,32.83266948313975,0.0006,0.0,2838.265,1.2534354284944844
547,24,"23 May 2008, 20:14:29",3.6660243812714266,-0.0058360199331697095,33.95920158428766,0.0006,0.0,2864.547,1.2898048773266901
551,24,"24 May 2008, 01:09:21",3.673517843188949,-0.007744798123323246,33.66715541097441,0.0006,0.0,2846.39,1.2635402021758835
555,24,"24 May 2008, 06:00:20",3.679265325617699,-0.0030678547998177143,33.29047666862118,0.0006,0.0,2837.969,1.2479761706842853
559,24,"24 May 2008, 10:42:50",3.6810005302067896,-0.0010619899134000326,33.0677214501059,0.0006,0.0,2838.156,1.2321202877943334
563,24,"24 May 2008, 15:31:10",3.6816210659707824,-0.0055846749856578665,33.05886238959916,0.0006,0.0,2829.843,1.2271137666213534
567,24,"24 May 2008, 20:21:13",3.6870580470143386,-0.0020995701539379295,32.80619308942374,0.0006,0.0,2829.625,1.2217397581377356
571,24,"25 May 2008, 01:06:49",3.686609623032529,-0.0028067410403196155,32.85539211201931,0.0006,0.0,2819.437,1.211102678915174
575,24,"25 May 2008, 05:57:17",3.6886642285753455,-0.0032694873311616473,32.72492217663622,0.0006,0.0,2819.579,1.2056159765131735
579,24,"25 May 2008, 10:51:37",3.689427929747468,-0.003816675444960216,32.76928328797007,0.0006,0.0,2810.672,1.2008936262717274
583,24,"25 May 2008, 15:37:08",3.691557712403205,-0.0020468242754553,32.59685985360409,0.0006,0.0,2811.485,1.1905903985558335
587,24,"25 May 2008, 20:23:04",3.692494602830583,-0.0029304391838639882,32.62058102581185,0.0006,0.0,2802.422,1.185179251041941
591,24,"26 May 2008, 01:13:02",3.693907128232746,-0.0013480330701835228,32.5455784721457,0.0006,0.0,2801.625,1.1796706818144624
595,24,"26 May 2008, 06:01:08",3.6946262144743858,-0.00522918387667346,32.43120345933949,0.0006,0.0,2802.031,1.1745952836753915
599,24,"26 May 2008, 10:44:38",3.6963269652374176,-0.0007456920500808041,32.113473228514714,0.0006,0.0,2793.39,1.15381833159625
603,24,"26 May 2008, 15:30:43",3.697169686162496,-0.0011878029051239907,32.299362879069115,0.0006,0.0,2793.39,1.1644009557372264
607,24,"26 May 2008, 20:21:04",3.6966744870459154,-0.0024571388608882225,32.41675406202398,0.0008,0.0,2792.485,1.1587974947916069
611,24,"27 May 2008, 15:52:41",3.69305943579077,-0.0012447685738290848,32.371096995705706,0.0006,0.0,2802.016,1.1749748834769171
613,24,"27 May 2008, 20:45:42",3.691808982914086,-0.003127128843035842,32.1923241277653,0.0006,0.0,2820.39,1.1856752327929356
